poem_poem_id,诗名,花名,朝代,poem_top10_ids,poem_top10_names,poem_top10_scores,ana_top10_ids,ana_top10_names,ana_top10_scores
896,卖花声,菊花,清,"[521, 137, 543, 956, 472, 841, 932, 983, 559, 706]","[""木棉花歌"", ""江梅引"", ""水龙吟"", ""留春 令"", ""后土庙琼花诗二首"", ""山园草间菊数枝开，席地独酌"", ""酷相思"", ""庆宫春"", ""定风波"", ""迈陂塘""]","[0.5107, 0.4668, 0.4632, 0.4611, 0.4511, 0.4496, 0.4482, 0.4467, 0.4443, 0.4403]","[938, 5, 181, 857, 899, 937, 611, 943, 856, 939]","[""野菊座主闲闲公命作"", ""和秦太虚梅花"", ""寓居定惠院之东，杂花溝山，有海棠一株，土人不知贵也"", ""晚香轩"", ""南乡子"", ""野菊"", ""石竹花"", ""如梦令"", ""晚香轩"", ""野菊再奉座主闲闲公命作""]","[0.9424, 0.9413, 0.9411, 0.9411, 0.9389, 0.9372, 0.937, 0.9358, 0.9354, 0.9339]"
943,如梦令,野菊,宋,"[900, 218, 995, 355, 759, 760, 770, 466, 708, 984]","[""小桃红"", ""如梦令"", ""瑞香花"", ""东风第一枝"", ""南柯子"", ""蝶恋花"", ""水龙吟蓼花"", ""贺新郎"", ""念奴娇"", ""贺新郎""]","[0.4278, 0.4175, 0.3958, 0.39, 0.3598, 0.3397, 0.2868, 0.2805, 0.2771, 0.2762]","[897, 841, 853, 937, 938, 939, 872, 896, 856, 900]","[""鹧鸪天"", ""山园草间菊数枝开，席地独酌"", ""刘员外寄移菊"", ""野菊"", ""野菊座主闲闲公命作"", ""野菊再奉座主闲闲公命作"", ""题菊花"", ""卖花声"", ""晚香轩"", ""小桃红""]","[0.9513, 0.9454, 0.9447, 0.9405, 0.9374, 0.9371, 0.9366, 0.9358, 0.935, 0.9348]"
938,野菊座主闲闲公命作,野菊,金,"[791, 135, 906, 5, 181, 995, 703, 792, 960, 140]","[""曼陀罗"", ""渔家傲"", ""茶轩为陈惟寅赋"", ""和秦太虚梅花"", ""寓居定惠院之东，杂花溝山，有海棠一株，土人不知贵也"", ""瑞香花"", ""水龙吟"", ""春桂问答二首"", ""定风波"", ""汉宫春""]","[0.4123, 0.4023, 0.3732, 0.3375, 0.3341, 0.3304, 0.3302, 0.3136, 0.3065, 0.3046]","[939, 856, 843, 857, 853, 872, 899, 841, 896, 837]","[""野菊再奉座主闲闲公命作"", ""晚香轩"", ""万年厉员外宅赏残菊"", ""晚香轩"", ""刘员外寄移菊"", ""题菊花"", ""南乡子"", ""山园草间菊数枝开，席地独酌"", ""卖花声"", ""菊 花""]","[0.9593, 0.9546, 0.954, 0.9525, 0.9504, 0.95, 0.9498, 0.9424, 0.9424, 0.9401]"
939,野菊再奉座主闲闲公命作,野菊,金,"[6, 979, 7, 905, 544, 800, 960, 933, 702, 610]","[""十一月二十六日，松风亭下梅花盛开，"", ""菩萨蛮"", ""再用前韵"", ""茶轩为陈惟寅赋"", ""望海潮"", ""八月十七日天竺山送桂花分贈元素"", ""定风波"", ""咏甘菊"", ""洞仙歌令"", ""石竹花""]","[0.4099, 0.3694, 0.3603, 0.3265, 0.3217, 0.3161, 0.2999, 0.2911, 0.2908, 0.2882]","[938, 897, 872, 853, 856, 841, 899, 857, 937, 833]","[""野菊座主闲闲公命作"", ""鹧鸪天"", ""题菊花"", ""刘员外寄移菊"", ""晚香轩"", ""山园草间菊数枝开，席地独酌"", ""南乡子"", ""晚香轩"", ""野菊"", ""和郭主簿二首(其二)""]","[0.9593, 0.9529, 0.9527, 0.9521, 0.9493, 0.944, 0.943, 0.94, 0.9398, 0.9388]"
934,叹庭前甘菊花,甘菊,唐,"[226, 746, 596, 609, 179, 847, 597, 856, 696, 421]","[""风雨看舟前落花戏为新句"", ""白槿花"", ""赋园中所有"", ""石竹咏"", ""折海棠戏赠圣俞"", ""八月二十八日子容过对菊"", ""榴 花"", ""晚香轩"", ""玉楼春"", ""兰 花""]","[0.448, 0.4086, 0.3444, 0.2999, 0.2664, 0.2627, 0.2582, 0.2496, 0.236, 0.2109]","[857, 470, 748, 227, 601, 363, 611, 603, 948, 612]","[""晚香轩"", ""金沙花"", ""槿 花(其-)"", ""绯桃花歌"", ""榴 花"", ""远公亭牡丹"", ""石竹花"", ""榴 花"", ""红 梅"", ""赋石竹""]","[0.9511, 0.9493, 0.9486, 0.9447, 0.9444, 0.9436, 0.9435, 0.9425, 0.9407, 0.9405]"
933,咏甘菊,甘菊,宋,"[181, 5, 985, 917, 800, 960, 7, 906, 6, 596]","[""寓居定惠院之东，杂花溝山，有海棠一株，土人不知贵也"", ""和秦太虚梅花"", ""蜡梅一首贈赵景貺"", ""王伯扬所藏赵昌芙蓉"", ""八月十七日天竺山送桂花分贈元素"", ""定风波"", ""再用前韵"", ""茶轩为陈惟寅赋"", ""十一月二十六日，松风亭下梅花盛开，"", ""赋园中所有""]","[0.6219, 0.5921, 0.5465, 0.5326, 0.4925, 0.4923, 0.4624, 0.4579, 0.4501, 0.4398]","[856, 853, 840, 837, 841, 937, 896, 843, 824, 926]","[""晚香轩"", ""刘员外寄移菊"", ""采菊篇"", ""菊 花"", ""山园草间菊数枝开，席地独酌"", ""野菊"", ""卖花声"", ""万年厉员外宅赏残菊"", ""菩萨蛮"", ""窗前木芙蓉""]","[0.9446, 0.9417, 0.9403, 0.9394, 0.939, 0.9345, 0.9328, 0.9305, 0.9291, 0.9291]"
932,酷相思,木芙蓉,清,"[958, 150, 515, 699, 327, 984, 955, 465, 896, 770]","[""蝶恋花"", ""疏 影"", ""水龙吟"", ""踏莎行"", ""东风第一枝"", ""贺新郎"", ""种红梅一株于竹下赋此"", ""玲珑四犯"", ""卖花声"", ""水龙吟蓼花""]","[0.5626, 0.5431, 0.5085, 0.5057, 0.4998, 0.4946, 0.4523, 0.4488, 0.4482, 0.4474]","[899, 355, 291, 611, 521, 363, 791, 543, 185, 900]","[""南乡子"", ""东风第一枝"", ""画堂春"", ""石竹花"", ""木棉花歌"", ""远公亭牡丹"", ""曼陀罗"", ""水龙吟"", ""海 棠"", ""小桃红""]","[0.9411, 0.9355, 0.9354, 0.9327, 0.932, 0.9287, 0.9285, 0.9282, 0.9276, 0.9272]"
905,茶轩为陈惟寅赋,雁来红,明,"[135, 146, 696, 939, 187, 291, 327, 369, 516, 835]","[""渔家傲"", ""一尊红"", ""玉楼春"", ""野菊再奉座主闲闲公命作"", ""海棠"", ""画堂春"", ""东风第一枝"", ""牡 丹"", ""水龙吟"", ""舟上采菊""]","[0.3719, 0.3487, 0.3366, 0.3265, 0.3199, 0.2992, 0.2984, 0.2922, 0.274, 0.2729]","[909, 954, 938, 917, 966, 521, 470, 939, 833, 226]","[""邵伯梵行寺山茶"", ""题红梅"", ""野菊座主闲闲公命作"", ""王伯扬所藏赵昌芙蓉"", ""水仙花"", ""木棉花歌"", ""金沙花"", ""野菊再奉座主闲闲公命作"", ""和郭主簿二首(其二)"", ""风雨看舟前落花戏为新句""]","[0.932, 0.9295, 0.9284, 0.9276, 0.9273, 0.9264, 0.9256, 0.9247, 0.9241, 0.9238]"
906,茶轩为陈惟寅赋,雁来红,宋,"[181, 5, 933, 346, 756, 960, 343, 140, 995, 938]","[""寓居定惠院之东，杂花溝山，有海棠一株，土人不知贵也"", ""和秦太虚梅花"", ""咏甘菊"", ""木 兰"", ""白秋海棠"", ""定风波"", ""念奴娇"", ""汉宫春"", ""瑞香花"", ""野菊座主闲闲公命作""]","[0.5347, 0.4719, 0.4579, 0.4141, 0.4135, 0.4055, 0.3914, 0.3882, 0.3736, 0.3732]","[817, 544, 701, 804, 608, 919, 157, 639, 708, 954]","[""古香慢"", ""望海潮"", ""惜红衣"", ""东城桂"", ""贺新郎"", ""芙蓉"", ""代迎春花招刘郎中"", ""奉酬卢给事云夫四兄曲江荷花行见寄并呈上钱七兄阁老张十八助教"", ""念奴娇"", ""题红梅""]","[0.9202, 0.9171, 0.9148, 0.9141, 0.9137, 0.9123, 0.9119, 0.9113, 0.9101, 0.9094]"
909,邵伯梵行寺山茶,山茶,宋,"[985, 5, 960, 7, 181, 999, 800, 958, 596, 841]","[""蜡梅一首贈赵景貺"", ""和秦太虚梅花"", ""定风波"", ""再用前韵"", ""寓居定惠院之东，杂花溝山，有海棠一株，土人不知贵也"", ""西江月"", ""八月十七日天竺山送桂花分贈元素"", ""蝶恋花"", ""赋园中所有"", ""山园草间菊数枝开，席地独酌""]","[0.6811, 0.4974, 0.4671, 0.4583, 0.4443, 0.3863, 0.3742, 0.3665, 0.3601, 0.347]","[611, 612, 610, 227, 470, 962, 905, 944, 896, 228]","[""石竹花"", ""赋石竹"", ""石竹花"", ""绯桃花歌"", ""金沙花"", ""水仙花"", ""茶轩为陈惟寅赋"", ""红 梅"", ""卖花声"", ""桃 花""]","[0.9383, 0.9376, 0.9375, 0.9367, 0.9348, 0.9332, 0.932, 0.9318, 0.9317, 0.9311]"
915,木兰花慢,山茶花,清,"[704, 406, 984, 768, 481, 608, 355, 982, 327, 607]","[""水龙吟白莲"", ""水龙吟"", ""贺新郎"", ""迷仙引"", ""喜迁莺"", ""贺新郎"", ""东风第一枝"", ""金人捧露盘"", ""东风第一枝"", ""庆清朝""]","[0.483, 0.4437, 0.4335, 0.3578, 0.3514, 0.3495, 0.3471, 0.3412, 0.3389, 0.3313]","[185, 521, 791, 932, 543, 900, 495, 187, 760, 355]","[""海 棠"", ""木棉花歌"", ""曼陀罗"", ""酷相思"", ""水龙吟"", ""小桃红"", ""柳花词三首"", ""海棠"", ""蝶恋花"", ""东风第一枝""]","[0.9328, 0.9287, 0.9252, 0.9247, 0.922, 0.9214, 0.9193, 0.9181, 0.9169, 0.9167]"
917,王伯扬所藏赵昌芙蓉,木芙蓉,宋,"[933, 985, 5, 181, 960, 596, 800, 7, 182, 958]","[""咏甘菊"", ""蜡梅一首贈赵景貺"", ""和秦太虚梅花"", ""寓居定惠院之东，杂花溝山，有海棠一株，土人不知贵也"", ""定风波"", ""赋园中所有"", ""八月十七日天竺山送桂花分贈元素"", ""再用前韵"", ""张园海棠"", ""蝶恋花""]","[0.5326, 0.5154, 0.5055, 0.4926, 0.4897, 0.4301, 0.4196, 0.4091, 0.3556, 0.3529]","[919, 840, 608, 925, 853, 933, 699, 938, 905, 181]","[""芙蓉"", ""采菊篇"", ""贺新郎"", ""芙 蓉"", ""刘员外寄移菊"", ""咏甘菊"", ""踏莎行"", ""野菊座主闲闲公命作"", ""茶轩为陈惟寅赋"", ""寓居定惠院之东，杂花溝山，有海棠一株，土人不知贵也""]","[0.9405, 0.9356, 0.9333, 0.9329, 0.9315, 0.9283, 0.9281, 0.9278, 0.9276, 0.9274]"
919,芙蓉,木芙蓉,明,"[268, 931, 856, 804, 2, 833, 774, 953, 746, 495]","[""杏 花"", ""婆罗门引"", ""晚香轩"", ""东城桂"", ""咏梅花"", ""和郭主簿二首(其二)"", ""题画鸡冠花"", ""题延平刘郎中廷信所藏红梅"", ""白槿花"", ""柳花词三首""]","[0.3538, 0.264, 0.2486, 0.238, 0.2326, 0.2213, 0.2139, 0.2067, 0.1688, 0.1578]","[925, 917, 764, 817, 857, 479, 840, 603, 703, 607]","[""芙 蓉"", ""王伯扬所藏赵昌芙蓉"", ""蓼 花"", ""古香慢"", ""晚香轩"", ""扬州慢"", ""采菊篇"", ""榴 花"", ""水龙吟"", ""庆清朝""]","[0.9434, 0.9405, 0.938, 0.9359, 0.9354, 0.9337, 0.9334, 0.9333, 0.9325, 0.9323]"
925,芙 蓉,木芙蓉,宋,"[966, 829, 388, 708, 127, 610, 183, 926, 960, 781]","[""水仙花"", ""咏金钱花"", ""惜牡丹花"", ""念奴娇"", ""朝中措"", ""石竹花"", ""海棠歌"", ""窗前木芙蓉"", ""定风波"", ""紫 薇""]","[0.345, 0.3137, 0.259, 0.2469, 0.2441, 0.239, 0.2211, 0.1946, 0.1931, 0.1872]","[919, 853, 900, 749, 917, 934, 857, 938, 899, 227]","[""芙蓉"", ""刘员外寄移菊"", ""小桃红"", ""咏槿花"", ""王伯扬所藏赵昌芙蓉"", ""叹庭前甘菊花"", ""晚香轩"", ""野菊座主闲闲公命作"", ""南乡子"", ""绯桃花歌""]","[0.9434, 0.9341, 0.934, 0.9331, 0.9329, 0.9288, 0.9278, 0.9275, 0.9264, 0.9263]"
931,婆罗门引,木芙蓉,宋,"[516, 259, 327, 543, 770, 505, 759, 760, 406, 959]","[""水龙吟"", ""定风波"", ""东风第一枝"", ""水龙吟"", ""水龙吟蓼花"", ""如梦"", ""南柯子"", ""蝶恋花"", ""水龙吟"", ""小重山""]","[0.4275, 0.4033, 0.3945, 0.3836, 0.3765, 0.3722, 0.3615, 0.3297, 0.3243, 0.3171]","[223, 608, 919, 708, 259, 479, 793, 639, 155, 857]","[""二月二十四夜饮海棠下作"", ""贺新郎"", ""芙蓉"", ""念奴娇"", ""定风波"", ""扬州慢"", ""咏 桂"", ""奉酬卢给事云夫四兄曲江荷花行见寄并呈上钱七兄阁老张十八助教"", ""贺新郎"", ""晚香轩""]","[0.9228, 0.9177, 0.9156, 0.9155, 0.9115, 0.9109, 0.9099, 0.9087, 0.9082, 0.9078]"
937,野菊,野菊,唐,"[227, 598, 748, 944, 975, 952, 706, 899, 982, 749]","[""绯桃花歌"", ""榴 花"", ""槿 花(其-)"", ""红 梅"", ""水仙花"", ""红梅四首(其二)"", ""迈陂塘"", ""南乡子"", ""金人捧露盘"", ""咏槿花""]","[0.5569, 0.5387, 0.5314, 0.4064, 0.4064, 0.3687, 0.3628, 0.3555, 0.3545, 0.3084]","[611, 853, 179, 943, 939, 938, 926, 896, 841, 610]","[""石竹花"", ""刘员外寄移菊"", ""折海棠戏赠圣俞"", ""如梦令"", ""野菊再奉座主闲闲公命作"", ""野菊座主闲闲公命作"", ""窗前木芙蓉"", ""卖花声"", ""山园草间菊数枝开，席地独酌"", ""石竹花""]","[0.9478, 0.9453, 0.9407, 0.9405, 0.9398, 0.9379, 0.9374, 0.9372, 0.935, 0.9349]"
926,窗前木芙蓉,木芙蓉,宋,"[421, 953, 872, 943, 954, 792, 966, 985, 995, 857]","[""兰 花"", ""题延平刘郎中廷信所藏红梅"", ""题菊花"", ""如梦令"", ""题红梅"", ""春桂问答二首"", ""水仙花"", ""蜡梅一首贈赵景貺"", ""瑞香花"", ""晚香轩""]","[0.2743, 0.2678, 0.2655, 0.2509, 0.2446, 0.2281, 0.2265, 0.2233, 0.2155, 0.2123]","[937, 853, 933, 856, 909, 897, 925, 841, 843, 872]","[""野菊"", ""刘员外寄移菊"", ""咏甘菊"", ""晚香轩"", ""邵伯梵行寺山茶"", ""鹧鸪天"", ""芙 蓉"", ""山园草间菊数枝开，席地独酌"", ""万年厉员外宅赏残菊"", ""题菊花""]","[0.9374, 0.9356, 0.9291, 0.9263, 0.9261, 0.926, 0.9255, 0.9241, 0.923, 0.9216]"
954,题红梅,红梅,明,"[708, 603, 932, 255, 291, 218, 896, 926, 899, 909]","[""念奴娇"", ""榴 花"", ""酷相思"", ""潘岳爱桃"", ""画堂春"", ""如梦令"", ""卖花声"", ""窗前木芙蓉"", ""南乡子"", ""邵伯梵行寺山茶""]","[0.2946, 0.2875, 0.2823, 0.2766, 0.2679, 0.2642, 0.2529, 0.2446, 0.2433, 0.2229]","[905, 127, 946, 149, 949, 953, 181, 956, 154, 951]","[""茶轩为陈惟寅赋"", ""朝中措"", ""红 梅"", ""疏 影"", ""红 梅"", ""题延平刘郎中廷信所藏红梅"", ""寓居定惠院之东，杂花溝山，有海棠一株，土人不知贵也"", ""留春 令"", ""沁园春"", ""红梅四首(其一)""]","[0.9295, 0.9291, 0.9275, 0.9273, 0.9261, 0.9258, 0.9256, 0.9253, 0.925, 0.924]"
960,定风波,红梅,宋,"[5, 985, 181, 933, 917, 607, 909, 759, 748, 899]","[""和秦太虚梅花"", ""蜡梅一首贈赵景貺"", ""寓居定惠院之东，杂花溝山，有海棠一株，土人不知贵也"", ""咏甘菊"", ""王伯扬所藏赵昌芙蓉"", ""庆清朝"", ""邵伯梵行寺山茶"", ""南柯子"", ""槿 花(其-)"", ""南乡子""]","[0.5875, 0.5421, 0.5189, 0.4923, 0.4897, 0.4892, 0.4671, 0.4488, 0.4296, 0.4191]","[946, 948, 947, 957, 956, 127, 466, 479, 465, 154]","[""红 梅"", ""红 梅"", ""红 梅"", ""玉楼春"", ""留春 令"", ""朝中措"", ""贺新郎"", ""扬州慢"", ""玲珑四犯"", ""沁园春""]","[0.9495, 0.9495, 0.9397, 0.9362, 0.9333, 0.9286, 0.9261, 0.925, 0.9248, 0.9243]"
959,小重山,红梅,宋,"[260, 817, 770, 224, 703, 155, 137, 642, 481, 542]","[""露 华"", ""古香慢"", ""水龙吟蓼花"", ""宴清都"", ""水龙吟"", ""贺新郎"", ""江梅引"", ""张静婉采莲曲"", ""喜迁莺"", ""浪淘沙""]","[0.7247, 0.6434, 0.6084, 0.5928, 0.5846, 0.584, 0.5622, 0.5431, 0.5417, 0.5317]","[481, 607, 817, 137, 136, 260, 984, 223, 218, 956]","[""喜迁莺"", ""庆清朝"", ""古香慢"", ""江梅引"", ""孤雁儿"", ""露 华"", ""贺新郎"", ""二月二十四夜饮海棠下作"", ""如梦令"", ""留春 令""]","[0.9473, 0.9427, 0.9412, 0.9404, 0.9399, 0.9396, 0.9368, 0.9366, 0.9365, 0.9359]"
956,留春 令,红梅,宋,"[406, 512, 481, 260, 543, 224, 355, 817, 770, 155]","[""水龙吟"", ""声声慢"", ""喜迁莺"", ""露 华"", ""水龙吟"", ""宴清都"", ""东风第一枝"", ""古香慢"", ""水龙吟蓼花"", ""贺新郎""]","[0.6658, 0.6473, 0.6148, 0.6, 0.5902, 0.586, 0.5496, 0.5327, 0.5314, 0.5285]","[952, 817, 127, 984, 150, 944, 948, 959, 957, 946]","[""红梅四首(其二)"", ""古香慢"", ""朝中措"", ""贺新郎"", ""疏 影"", ""红 梅"", ""红 梅"", ""小重山"", ""玉楼春"", ""红 梅""]","[0.9433, 0.9418, 0.9384, 0.9383, 0.938, 0.9368, 0.9366, 0.9359, 0.9347, 0.9347]"
957,玉楼春,红梅,宋,"[146, 702, 759, 703, 260, 542, 760, 327, 770, 817]","[""一尊红"", ""洞仙歌令"", ""南柯子"", ""水龙吟"", ""露 华"", ""浪淘沙"", ""蝶恋花"", ""东风第一枝"", ""水龙吟蓼花"", ""古香慢""]","[0.5852, 0.5618, 0.5482, 0.544, 0.544, 0.5182, 0.5135, 0.5124, 0.4812, 0.4586]","[948, 137, 127, 223, 945, 946, 958, 960, 987, 956]","[""红 梅"", ""江梅引"", ""朝中措"", ""二月二十四夜饮海棠下作"", ""岭上红梅"", ""红 梅"", ""蝶恋花"", ""定风波"", ""戏咏蜡梅二首"", ""留春 令""]","[0.9481, 0.9436, 0.9416, 0.9406, 0.9406, 0.9398, 0.9377, 0.9362, 0.935, 0.9347]"
944,红 梅,红梅,宋,"[952, 227, 339, 983, 598, 937, 614, 327, 706, 975]","[""红梅四首(其二)"", ""绯桃花歌"", ""绣 球"", ""庆宫春"", ""榴 花"", ""野菊"", ""雨过山村"", ""东风第一枝"", ""迈陂塘"", ""水仙花""]","[0.6315, 0.6197, 0.4636, 0.4539, 0.4463, 0.4064, 0.3793, 0.3741, 0.355, 0.3141]","[899, 223, 611, 956, 521, 505, 610, 218, 847, 948]","[""南乡子"", ""二月二十四夜饮海棠下作"", ""石竹花"", ""留春 令"", ""木棉花歌"", ""如梦"", ""石竹花"", ""如梦令"", ""八月二十八日子容过对菊"", ""红 梅""]","[0.941, 0.9392, 0.937, 0.9368, 0.9356, 0.9348, 0.9333, 0.9332, 0.9329, 0.9324]"
945,岭上红梅,红梅,宋,"[906, 343, 181, 759, 987, 479, 791, 202, 938, 542]","[""茶轩为陈惟寅赋"", ""念奴娇"", ""寓居定惠院之东，杂花溝山，有海棠一株，土人不知贵也"", ""南柯子"", ""戏咏蜡梅二首"", ""扬州慢"", ""曼陀罗"", ""赏海棠三绝"", ""野菊座主闲闲公命作"", ""浪淘沙""]","[0.3221, 0.3083, 0.2895, 0.2778, 0.2659, 0.2629, 0.257, 0.2564, 0.2556, 0.2531]","[957, 986, 157, 956, 149, 127, 363, 948, 259, 154]","[""玉楼春"", ""荀秀才送蜡梅十枝奇甚为赋此诗"", ""代迎春花招刘郎中"", ""留春 令"", ""疏 影"", ""朝中措"", ""远公亭牡丹"", ""红 梅"", ""定风波"", ""沁园春""]","[0.9406, 0.935, 0.9328, 0.9313, 0.9312, 0.9295, 0.9294, 0.9288, 0.9251, 0.925]"
946,红 梅,红梅,宋,"[601, 599, 2, 179, 747, 951, 595, 6, 839, 596]","[""榴 花"", ""海 榴"", ""咏梅花"", ""折海棠戏赠圣俞"", ""槿"", ""红梅四首(其一)"", ""咏邻女东窗海石榴"", ""十一月二十六日，松风亭下梅花盛开，"", ""墨菊二首(其二)"", ""赋园中所有""]","[0.4006, 0.3884, 0.3863, 0.3571, 0.3057, 0.2228, 0.2142, 0.2092, 0.2074, 0.196]","[948, 960, 900, 957, 947, 127, 221, 958, 956, 406]","[""红 梅"", ""定风波"", ""小桃红"", ""玉楼春"", ""红 梅"", ""朝中措"", ""南乡子"", ""蝶恋花"", ""留春 令"", ""水龙吟""]","[0.957, 0.9495, 0.94, 0.9398, 0.9395, 0.9372, 0.9359, 0.9348, 0.9347, 0.9344]"
947,红 梅,红梅,宋,"[329, 5, 985, 996, 933, 960, 339, 221, 906, 181]","[""腊前月季"", ""和秦太虚梅花"", ""蜡梅一首贈赵景貺"", ""瑞香花新开(五首之一)"", ""咏甘菊"", ""定风波"", ""绣 球"", ""南乡子"", ""茶轩为陈惟寅赋"", ""寓居定惠院之东，杂花溝山，有海棠一株，土人不知贵也""]","[0.6482, 0.4545, 0.4407, 0.4251, 0.4231, 0.387, 0.3517, 0.334, 0.3209, 0.2948]","[948, 960, 946, 154, 952, 987, 962, 140, 953, 956]","[""红 梅"", ""定风波"", ""红 梅"", ""沁园春"", ""红梅四首(其二)"", ""戏咏蜡梅二首"", ""水仙花"", ""汉宫春"", ""题延平刘郎中廷信所藏红梅"", ""留春 令""]","[0.9555, 0.9397, 0.9395, 0.9316, 0.9294, 0.9268, 0.9219, 0.9215, 0.9199, 0.9192]"
958,蝶恋花,红梅,宋,"[515, 932, 225, 760, 999, 608, 559, 466, 703, 181]","[""水龙吟"", ""酷相思"", ""摸鱼儿"", ""蝶恋花"", ""西江月"", ""贺新郎"", ""定风波"", ""贺新郎"", ""水龙吟"", ""寓居定惠院之东，杂花溝山，有海棠一株，土人不知贵也""]","[0.6209, 0.5626, 0.5598, 0.5541, 0.5445, 0.5338, 0.4973, 0.483, 0.4689, 0.4663]","[957, 259, 946, 137, 900, 363, 948, 611, 746, 798]","[""玉楼春"", ""定风波"", ""红 梅"", ""江梅引"", ""小桃红"", ""远公亭牡丹"", ""红 梅"", ""石竹花"", ""白槿花"", ""岩 桂""]","[0.9377, 0.9353, 0.9348, 0.9336, 0.9328, 0.9316, 0.9316, 0.9275, 0.927, 0.9252]"
949,红 梅,红梅,明,"[512, 564, 2, 956, 931, 321, 595, 149, 704, 768]","[""声声慢"", ""赋虞美人草"", ""咏梅花"", ""留春 令"", ""婆罗门引"", ""梨 花"", ""咏邻女东窗海石榴"", ""疏 影"", ""水龙吟白莲"", ""迷仙引""]","[0.2862, 0.2592, 0.2405, 0.2393, 0.238, 0.2325, 0.2322, 0.2279, 0.2139, 0.2007]","[857, 953, 223, 5, 834, 470, 611, 149, 127, 154]","[""晚香轩"", ""题延平刘郎中廷信所藏红梅"", ""二月二十四夜饮海棠下作"", ""和秦太虚梅花"", ""饮 酒（其五）"", ""金沙花"", ""石竹花"", ""疏 影"", ""朝中措"", ""沁园春""]","[0.9458, 0.9424, 0.9413, 0.9397, 0.9388, 0.9377, 0.9356, 0.9354, 0.9353, 0.9351]"
951,红梅四首(其一),红梅,元,"[472, 7, 569, 564, 228, 756, 983, 321, 952, 850]","[""后土庙琼花诗二首"", ""再用前韵"", ""虞美人"", ""赋虞美人草"", ""桃 花"", ""白秋海棠"", ""庆宫春"", ""梨 花"", ""红梅四首(其二)"", ""九 日""]","[0.4883, 0.3191, 0.3024, 0.2953, 0.2885, 0.271, 0.2644, 0.2609, 0.2527, 0.2511]","[7, 956, 952, 954, 946, 183, 127, 521, 948, 834]","[""再用前韵"", ""留春 令"", ""红梅四首(其二)"", ""题红梅"", ""红 梅"", ""海棠歌"", ""朝中措"", ""木棉花歌"", ""红 梅"", ""饮 酒（其五）""]","[0.94, 0.9272, 0.9264, 0.924, 0.9216, 0.9212, 0.9194, 0.9193, 0.9193, 0.9192]"
948,红 梅,红梅,宋,"[211, 136, 564, 974, 975, 221, 897, 601, 926, 345]","[""黄海棠"", ""孤雁儿"", ""赋虞美人草"", ""水 仙"", ""水仙花"", ""南乡子"", ""鹧鸪天"", ""榴 花"", ""窗前木芙蓉"", ""剪春罗""]","[0.2608, 0.2438, 0.2251, 0.203, 0.1946, 0.194, 0.1845, 0.1834, 0.1833, 0.1825]","[946, 947, 960, 957, 601, 127, 154, 952, 953, 329]","[""红 梅"", ""红 梅"", ""定风波"", ""玉楼春"", ""榴 花"", ""朝中措"", ""沁园春"", ""红梅四首(其二)"", ""题延平刘郎中廷信所藏红梅"", ""腊前月季""]","[0.957, 0.9555, 0.9495, 0.9481, 0.9442, 0.9429, 0.9423, 0.9421, 0.9418, 0.9408]"
955,种红梅一株于竹下赋此,红梅,清,"[150, 481, 223, 984, 406, 841, 559, 505, 932, 327]","[""疏 影"", ""喜迁莺"", ""二月二十四夜饮海棠下作"", ""贺新郎"", ""水龙吟"", ""山园草间菊数枝开，席地独酌"", ""定风波"", ""如梦"", ""酷相思"", ""东风第一枝""]","[0.681, 0.6784, 0.5083, 0.4986, 0.4917, 0.4703, 0.4638, 0.4613, 0.4523, 0.4274]","[610, 903, 856, 612, 137, 956, 853, 962, 608, 470]","[""石竹花"", ""绛都春"", ""晚香轩"", ""赋石竹"", ""江梅引"", ""留春 令"", ""刘员外寄移菊"", ""水仙花"", ""贺新郎"", ""金沙花""]","[0.9356, 0.9325, 0.9276, 0.9252, 0.9252, 0.9222, 0.9215, 0.9211, 0.9207, 0.9191]"
953,题延平刘郎中廷信所藏红梅,红梅,明,"[226, 872, 157, 255, 611, 926, 291, 363, 329, 748]","[""风雨看舟前落花戏为新句"", ""题菊花"", ""代迎春花招刘郎中"", ""潘岳爱桃"", ""石竹花"", ""窗前木芙蓉"", ""画堂春"", ""远公亭牡丹"", ""腊前月季"", ""槿 花(其-)""]","[0.3132, 0.3094, 0.2941, 0.2794, 0.2755, 0.2678, 0.2668, 0.2624, 0.2496, 0.237]","[154, 949, 948, 5, 857, 179, 127, 470, 944, 954]","[""沁园春"", ""红 梅"", ""红 梅"", ""和秦太虚梅花"", ""晚香轩"", ""折海棠戏赠圣俞"", ""朝中措"", ""金沙花"", ""红 梅"", ""题红梅""]","[0.9443, 0.9424, 0.9418, 0.9384, 0.9309, 0.9295, 0.9283, 0.9268, 0.9263, 0.9258]"
