ID,诗名,朝代,花名,sxhy_imagery_count,sxhy_imagery_headings,sxhy_raw_words,sxhy_imagery_freq,sxhy_catalog_paths
866-02,对 菊,明,菊花,5,新秋|浦|秋|秋晴|雪意,江边|淅淅|秋|西风|黄花,雪意:1|新秋:1|浦:1|秋晴:1|秋:1,卷一/时令类/新秋|卷一/地舆类/浦|卷一/时令类/秋|卷一/天文类/秋晴|卷一/天文类/雪意
867-02,周镐送白菊乞诗(其一),明,菊花,8,书简|台|园|栽花|江|渔父|秋晴|竹几,几丛|千古|园|江|清风|白玉|细雨|黄金,书简:1|竹几:1|台:1|秋晴:1|栽花:1|渔父:1|园:1|江:1,卷二/文学类/书简|卷二/宫室类/台|卷一/地舆类/园|卷四/百花类/栽花|卷一/地舆类/江|卷二/人品类/渔父|卷一/天文类/秋晴|卷三/器用类上/竹几
868-02,周镐送白菊乞诗(其二),明,菊花,4,怀友|桃花|画花|谢惠酒,一枝|微醉|相思|酩酊,桃花:1|谢惠酒:1|怀友:1|画花:1,卷二/师友类/怀友|卷四/百花类/桃花|卷三/书画类/画花|卷三/谢惠类/谢惠酒
869-02,菊 花,唐,菊花,5,花|日|残灯|白菊|秋,花|日|秋|篱边|花开,花:2|白菊:1|残灯:1|秋:1|日:1,卷四/百花类/花|卷一/天文类/日|卷三/器用类下/残灯|卷四/百花类/白菊|卷一/时令类/秋
870-02,华下对酒,唐,菊花,8,怀归|春风|月桂|流杯|灯花|玉|第宅|镜,旅怀|春风|泛酒|清香|玉|红艳|镜|高斋,月桂:1|第宅:1|流杯:1|怀归:1|春风:1|灯花:1|镜:1|玉:1,卷二/人事类/怀归|卷一/天文类/春风|卷一/天文类/月桂|卷三/器用类上/流杯|卷三/器用类下/灯花|卷三/珍宝类/玉|卷二/宫室类/第宅|卷三/器用类上/镜
871-02,庭前菊,唐,菊花,6,桃花|流杯|立春|苔|重九|黄葵,栽红|泛酒|满庭|烂漫|青青|龙山,桃花:1|苔:1|立春:1|黄葵:1|重九:1|流杯:1,卷四/百花类/桃花|卷三/器用类上/流杯|卷一/节序类/立春|卷三/百草类/苔|卷一/节序类/重九|卷四/百花类/黄葵
872-02,题菊花,唐,菊花,6,新秋|春|桃花|菱角|蝶|院,桃花|蝶|西风|院|青帝|香冷,新秋:1|菱角:1|春:1|桃花:1|院:1|蝶:1,卷一/时令类/新秋|卷一/时令类/春|卷四/百花类/桃花|卷四/百果类/菱角|卷四/昆虫类/蝶|?/院
873-02,菊 花,唐,菊花,9,书简|城|带|月|残灯|清明|燕|神仙|香,冲天|城|带|月|百花|秋来|花开|香|黄金,燕:1|残灯:1|清明:1|神仙:1|书简:1|月:1|香:1|城:1|带:1,卷二/文学类/书简|卷二/宫室类/城|卷三/服饰类/带|卷一/天文类/月|卷三/器用类下/残灯|卷一/节序类/清明|卷四/飞禽类/燕|卷二/释老类/神仙|卷三/器用类下/香
874-02,咏 菊,宋,菊花,7,梨花|砧杵|竹亭|翡翠|花|蜂|重九,两三|秋深|花|蜂|酒盏|重阳|院落,梨花:1|砧杵:1|翡翠:1|竹亭:1|重九:1|花:1|蜂:1,卷四/百花类/梨花|?/砧杵|卷二/宫室类/竹亭|卷四/飞禽类/翡翠|卷四/百花类/花|卷四/昆虫类/蜂|卷一/节序类/重九
875-02,城东寺菊,宋,菊花,7,云|画花|秋|秋晴|翡翠|蜂|谢惠扇,一枝|殷勤|漠漠|秋|花上|蜂|黄花,秋晴:1|云:1|翡翠:1|谢惠扇:1|画花:1|秋:1|蜂:1,卷一/天文类/云|卷三/书画类/画花|卷一/时令类/秋|卷一/天文类/秋晴|卷四/飞禽类/翡翠|卷四/昆虫类/蜂|卷三/谢惠类/谢惠扇
876-02,残 菊,宋,菊花,9,公子|喜雪|天|惜花|旅|残菊|水|江湖|渔矶,公子|园林|得一|惜花|残菊|满地|风雨|飘零|黄昏,江湖:1|渔矶:1|喜雪:1|残菊:1|旅:1|水:1|天:1|公子:1|惜花:1,卷二/人品类/公子|卷一/天文类/喜雪|卷一/天文类/天|卷四/百花类/惜花|?/旅|卷四/百花类/残菊|卷一/地舆类/水|?/江湖|卷一/地舆类/渔矶
877-02,黄 花,宋,菊花,6,月|橘|渔矶|秋晴|秋色|立夏,扬州|月|秋色|芍药|风波|黄花,橘:1|立夏:1|渔矶:1|秋色:1|秋晴:1|月:1,卷一/天文类/月|?/橘|卷一/地舆类/渔矶|卷一/天文类/秋晴|卷一/时令类/秋色|卷一/节序类/立夏
878-02,重阳后看菊花,宋,菊花,6,地|月|秋|花|重九|除日立春,一日|东篱|寂寞|泥沙|花|重阳,月:1|秋:1|地:1|重九:1|除日立春:1|花:1,卷一/地舆类/地|卷一/天文类/月|卷一/时令类/秋|卷四/百花类/花|卷一/节序类/重九|?/除日立春
879-02,枯 菊,宋,菊花,8,帐|桃花|梦|水|祥云|落花|醉客|鵞,桃花|梦|水|纷纷|翠羽|轻薄|金钱|随流,帐:1|鵞:1|祥云:1|醉客:1|落花:1|桃花:1|梦:1|水:1,卷三/服饰类/帐|卷四/百花类/桃花|卷二/人事类/梦|卷一/地舆类/水|卷一/天文类/祥云|卷四/百花类/落花|卷二/人品类/醉客|?/鵞
880-02,菊,宋,菊花,6,新秋|春|春色|栽花|白菊|谢惠扇,几丛|春|殷勤|篱边|花艳|西风,春色:1|谢惠扇:1|新秋:1|白菊:1|栽花:1|春:1,卷一/时令类/新秋|卷一/时令类/春|卷一/时令类/春色|卷四/百花类/栽花|卷四/百花类/白菊|卷三/谢惠类/谢惠扇
881-02,咏 菊,宋,菊花,5,怀友|秋晴|秋风|酒|重九,秋风|酒|重阳|青眼|黄花,秋风:1|重九:1|怀友:1|秋晴:1|酒:1,卷二/师友类/怀友|卷一/天文类/秋晴|卷一/天文类/秋风|卷三/饮食类/酒|卷一/节序类/重九
882-02,咏 菊(其一),宋,菊花,11,地|城|春日书怀|水|溪居|秋晴|落叶|落花|行乐|远水|雨,古渡头|地|城|水|点点|离愁|茫茫|落叶|行乐|风飕|黄花,落叶:1|落花:1|远水:1|溪居:1|行乐:1|秋晴:1|雨:1|春日书怀:1|城:1|水:1|地:1,卷一/地舆类/地|卷二/宫室类/城|?/春日书怀|卷一/地舆类/水|卷二/宫室类/溪居|卷一/天文类/秋晴|卷四/竹木类/落叶|卷四/百花类/落花|卷三/游眺类/行乐|?/远水|卷一/天文类/雨
883-02,咏 菊(其二),宋,菊花,9,台|园|山|山茶花|探春|春|暮冬|秋|秋光,台|园|山|带雨开|春|江梅|秋光|菊花|载酒,探春:1|暮冬:1|秋:1|秋光:1|山茶花:1|山:1|园:1|春:1|台:1,卷二/宫室类/台|卷一/地舆类/园|卷一/地舆类/山|卷四/百花类/山茶花|卷一/时令类/探春|卷一/时令类/春|卷一/时令类/暮冬|卷一/时令类/秋|?/秋光
884-02,画 菊,宋,菊花,6,残灯|清明|珍珠花|画鹰|苦寒|香,北风|枝头|独立|百花|花开|香,残灯:1|清明:1|画鹰:1|珍珠花:1|苦寒:1|香:1,卷三/器用类下/残灯|卷一/节序类/清明|卷四/百花类/珍珠花|卷三/书画类/画鹰|卷一/时令类/苦寒|卷三/器用类下/香
885-02,九 日,金,菊花,8,山|新竹|春日书怀|春晴|秋|秋晴|闺感|雨,东篱|冷淡秋|出墙|天容|山|憔悴|雨|黄花,春晴:1|新竹:1|秋晴:1|春日书怀:1|秋:1|闺感:1|雨:1|山:1,卷一/地舆类/山|卷四/竹木类/新竹|?/春日书怀|卷一/天文类/春晴|卷一/时令类/秋|卷一/天文类/秋晴|卷二/丽人类/闺感|卷一/天文类/雨
886-02,酴醾菊,金,菊花,8,游春|灯花|画梅|神仙|秋|秋风|酌酒|酒,东篱|人醉|冷香|换骨|秋风|酒|金英|风味,酌酒:1|游春:1|秋:1|灯花:1|神仙:1|画梅:1|秋风:1|酒:1,卷一/时令类/游春|卷三/器用类下/灯花|卷三/书画类/画梅|卷二/释老类/神仙|卷一/时令类/秋|卷一/天文类/秋风|卷三/饮食类/酌酒|卷三/饮食类/酒
887-02,九日月中对菊，同禧伯郎中赋,金,菊花,9,书简|夏日|曝日|海棠|游山|烛|翡翠|迁居|雪意,一杯|三更|寒露|幽人|清光|素娥|花上|花下|黄金,翡翠:1|夏日:1|海棠:1|曝日:1|书简:1|迁居:1|雪意:1|烛:1|游山:1,卷二/文学类/书简|?/夏日|?/曝日|?/海棠|卷一/地舆类/游山|卷三/器用类下/烛|卷四/飞禽类/翡翠|卷二/宫室类/迁居|卷一/天文类/雪意
888-02,九月八日对菊,明,菊花,5,渔矶|白菊|秋晴|菱角|迁居,一杯|折来|篱边|风雨|黄花,白菊:1|迁居:1|秋晴:1|渔矶:1|菱角:1,卷一/地舆类/渔矶|卷四/百花类/白菊|卷一/天文类/秋晴|卷四/百果类/菱角|卷二/宫室类/迁居
889,野人饷菊有感,明,菊花,7,亭|佛|冬雨|梨|石洞|秋|秋风,带雨|物华|秋风|经霜|菊花|野人|金心,秋风:1|亭:1|石洞:1|秋:1|梨:1|佛:1|冬雨:1,卷二/宫室类/亭|卷二/释老类/佛|卷一/天文类/冬雨|卷四/百果类/梨|卷一/地舆类/石洞|卷一/时令类/秋|卷一/天文类/秋风
890,题画菊,清,菊花,6,春风|月|栽花|白菊|踏青|高杰,几丛|寂寞|春风|知人|篱边|芳菲,踏青:1|月:1|白菊:1|栽花:1|高杰:1|春风:1,卷一/天文类/春风|卷一/天文类/月|卷四/百花类/栽花|卷四/百花类/白菊|卷三/游眺类/踏青|卷二/人品类/高杰
891,十日菊,清,菊花,3,日|秋|春晓,日|暖风|秋|菊花,秋:2|日:2|春晓:1,卷一/天文类/日|卷一/时令类/秋|卷一/时令类/春晓
892,浣溪沙 乾菊,清,菊花,12,几|双头牡丹|园|梨|燕|画|秋兴|笔|落花|雪意|香|鸾,一抱|几|夕阳|好花|对镜|梦断|燕|着雨|霜枝|露叶|香|鸾,梨:1|画:1|园:1|笔:1|秋兴:1|雪意:1|双头牡丹:1|落花:1|香:1|几:1|燕:1|鸾:1,卷三/器用类上/几|卷四/百花类/双头牡丹|卷一/地舆类/园|卷四/百果类/梨|卷四/飞禽类/燕|卷三/书画类/画|卷一/时令类/秋兴|卷三/器用类上/笔|卷四/百花类/落花|卷一/天文类/雪意|卷三/器用类下/香|?/鸾
893,好事近,宋,菊花,10,早梅|桃花|梨花|榴花|灯花|秋|秋色|花|霞|风,东篱|冷淡|十月|妖艳|桃花|秋色|胭脂|金英|霞|风,秋色:1|秋:1|灯花:1|梨花:1|榴花:1|早梅:1|桃花:1|花:1|霞:1|风:1,卷四/百花类/早梅|卷四/百花类/桃花|卷四/百花类/梨花|卷四/百花类/榴花|卷三/器用类下/灯花|卷一/时令类/秋|卷一/时令类/秋色|卷四/百花类/花|卷一/天文类/霞|卷一/天文类/风
894,一落索 九日,宋,菊花,12,秋|秋晴|云|亭|新秋|松轩|樵夫|秋风|蟹|远水|钱|香,黄花|一帘|东篱|云|亭|叶下|渺渺|秋|蟹|西风|负重|钱|香,秋晴:2|秋:2|松轩:1|新秋:1|秋风:1|远水:1|樵夫:1|香:1|云:1|亭:1|钱:1|蟹:1,卷一/时令类/秋|卷一/天文类/秋晴|卷一/天文类/云|卷二/宫室类/亭|卷一/时令类/新秋|卷二/宫室类/松轩|卷二/人品类/樵夫|卷一/天文类/秋风|?/蟹|?/远水|卷三/珍宝类/钱|卷三/器用类下/香
895,阮郎归 菊花,清,菊花,10,九日|冬雨|桔皋|残灯|秋|花|诗人|退休|酒|香,九日|晚节|烹茶|秋|老圃|花|花开|诗人|酒|香,残灯:1|九日:1|诗人:1|冬雨:1|桔皋:1|退休:1|花:1|酒:1|秋:1|香:1,?/九日|卷一/天文类/冬雨|?/桔皋|卷三/器用类下/残灯|卷一/时令类/秋|卷四/百花类/花|卷二/人品类/诗人|卷二/仕宦类/退休|卷三/饮食类/酒|卷三/器用类下/香
896,卖花声,清,菊花,7,秋|墨|月夜访友|春日书怀|溪|翡翠|花,墨|何处|秋|东篱|两三|古意|溪|花|菊花,秋:4|墨:3|月夜访友:2|春日书怀:1|翡翠:1|溪:1|花:1,卷一/时令类/秋|卷三/器用类上/墨|卷二/师友类/月夜访友|?/春日书怀|卷一/地舆类/溪|卷四/飞禽类/翡翠|卷四/百花类/花
897,鹧鸪天,宋,菊花,13,冠|喜雪|夜宴|悲秋|春色|春风|水声|秋晴|秋暮|秋雨|笛|花|酒杯,傍人|冠|吹雨|歌扇|白发|破晓|笛|花|菊枝|酒杯|醉里|风前|黄花,秋暮:1|秋雨:1|酒杯:1|水声:1|春风:1|夜宴:1|喜雪:1|秋晴:1|悲秋:1|春色:1|笛:1|花:1|冠:1,卷三/服饰类/冠|卷一/天文类/喜雪|卷二/人事类/夜宴|卷一/时令类/悲秋|卷一/时令类/春色|卷一/天文类/春风|卷一/地舆类/水声|卷一/天文类/秋晴|卷一/时令类/秋暮|卷一/天文类/秋雨|卷三/音乐类/笛|卷四/百花类/花|卷三/器用类上/酒杯
898,鹧鸪天 桃花菊,宋,菊花,13,千叶桃|夜宴|天|学院|春夜|春色|月|梅溪|河|秋|秋光|秋阴|送春,东篱|作人|千年|天|春色|月|武陵|浓华|留连|秋光|繁霜|薄雾|醉眼,千叶桃:1|送春:1|春色:1|秋光:1|河:1|学院:1|秋阴:1|春夜:1|秋:1|梅溪:1|夜宴:1|天:1|月:1,?/千叶桃|卷二/人事类/夜宴|卷一/天文类/天|卷二/百官类/学院|卷一/时令类/春夜|卷一/时令类/春色|卷一/天文类/月|卷一/地舆类/梅溪|卷一/地舆类/河|卷一/时令类/秋|?/秋光|卷一/时令类/秋阴|卷一/时令类/送春
899,南乡子,宋,菊花,10,花|人品类|山|待月|春阴|月|秋|蝶|酒|采药,花|东篱|寂寞|折枝|登临|翠微|花愁|蝶|酒|酒醒,花:2|秋:1|山:1|待月:1|采药:1|月:1|人品类:1|春阴:1|酒:1|蝶:1,卷四/百花类/花|?/人品类|卷一/地舆类/山|卷一/天文类/待月|卷一/时令类/春阴|卷一/天文类/月|卷一/时令类/秋|卷四/昆虫类/蝶|卷三/饮食类/酒|卷二/人品类/采药
900,小桃红 咏小桃红菊花,清,菊花,17,花|冬日|夏风|天|带|帷幙|春|春日书怀|春风|渡口|游山|白莲花|秋|秋风|莺|藓径|退休,花|丹葩|佳人|天|带|幽人|拂拂|斑斑|春|春风|晚节|气暖|秋|秋风|篱下|红雨|莺|问津,花:3|夏风:1|藓径:1|春日书怀:1|白莲花:1|渡口:1|冬日:1|秋风:1|春风:1|退休:1|游山:1|帷幙:1|秋:1|春:1|天:1|带:1|莺:1,卷四/百花类/花|卷一/天文类/冬日|卷一/天文类/夏风|卷一/天文类/天|卷三/服饰类/带|卷三/服饰类/帷幙|卷一/时令类/春|?/春日书怀|卷一/天文类/春风|卷一/地舆类/渡口|卷一/地舆类/游山|卷四/百花类/白莲花|卷一/时令类/秋|卷一/天文类/秋风|卷四/飞禽类/莺|?/藓径|卷二/仕宦类/退休
901,老少年,明,雁来红,5,孝子|春|画花|花|草,一枝|春|朱颜在|花|草,画花:1|孝子:1|草:1|春:1|花:1,卷二/人伦类/孝子|卷一/时令类/春|卷三/书画类/画花|卷四/百花类/花|卷三/百草类/草
902,雁来红,清,雁来红,7,画花|园|天|春|月|秋望|蜓,一枝|天|春|月|朱颜|空阶|红紫|雁影,画花:2|秋望:1|蜓:1|园:1|月:1|天:1|春:1,卷三/书画类/画花|卷一/地舆类/园|卷一/天文类/天|卷一/时令类/春|卷一/天文类/月|卷三/游眺类/秋望|?/蜓
903,绛都春 雁来红,清,雁来红,27,雨|十六夜月|吊|如昼|带|废宅|怀友|斜阳|新秋|旅舍|月|柿子|桃花|洗砚|清明|渔父|瑞香花|画|秋|第宅|筝|纸|罗|落叶|蕙草|雁|鹤,六曲|吊|啼鹃|天涯|带|斜阳|昨夜|月|枝上|桃花|泪痕|清唳|点点|画|相思|秋|空庭|筝|纸|罗|至晓|芳丛|落叶|蓼穗|西风|雁|霞绮|高斋,雨:2|蕙草:1|洗砚:1|落叶:1|十六夜月:1|第宅:1|新秋:1|鹤:1|如昼:1|瑞香花:1|清明:1|柿子:1|废宅:1|斜阳:1|怀友:1|旅舍:1|桃花:1|渔父:1|画:1|秋:1|罗:1|雁:1|带:1|吊:1|月:1|筝:1|纸:1,卷一/天文类/雨|卷一/天文类/十六夜月|?/吊|?/如昼|卷三/服饰类/带|卷二/宫室类/废宅|卷二/师友类/怀友|卷一/天文类/斜阳|卷一/时令类/新秋|卷二/宫室类/旅舍|卷一/天文类/月|卷四/百果类/柿子|卷四/百花类/桃花|卷三/器用类上/洗砚|卷一/节序类/清明|卷二/人品类/渔父|卷四/百花类/瑞香花|卷三/书画类/画|卷一/时令类/秋|卷二/宫室类/第宅|卷三/音乐类/筝|卷三/器用类上/纸|?/罗|卷四/竹木类/落叶|?/蕙草|?/雁|卷四/飞禽类/鹤
904,山茶花树子贈李延老,宋,山茶花,13,倦绣|冬|台|园|地|天|春|春径|槐|水仙花|花|贫居|馆驿,冬|台|园|地|天|尘埃|徘徊|春|朱栏|槐|花|蓬门|赤玉,水仙花:1|贫居:1|馆驿:1|春径:1|倦绣:1|花:1|冬:1|春:1|天:1|地:1|槐:1|台:1|园:1,卷二/丽人类/倦绣|卷一/时令类/冬|卷二/宫室类/台|卷一/地舆类/园|卷一/地舆类/地|卷一/天文类/天|卷一/时令类/春|?/春径|卷四/树木类/槐|卷四/百花类/水仙花|卷四/百花类/花|卷二/宫室类/贫居|卷二/宫室类/馆驿
905,茶轩为陈惟寅赋,明,山茶花,10,几|循吏|春郊|梨花|水|游山|烟|芙蓉|蔷薇|送春,一树|冰雪|几|千苞|幽人|残红|水|淡香|游蜂|烟,芙蓉:1|循吏:1|梨花:1|春郊:1|蔷薇:1|游山:1|送春:1|几:1|烟:1|水:1,卷三/器用类上/几|卷二/臣道类/循吏|卷一/地舆类/春郊|卷四/百花类/梨花|卷一/地舆类/水|卷一/地舆类/游山|卷一/天文类/烟|?/芙蓉|?/蔷薇|卷一/时令类/送春
906,和子由柳湖久涸，忽有水，开元寺山茶旧无花，今岁盛开二首 （其二）,宋,山茶花,13,佛灯|园|守岁|山茶花|方丈|早梅|木笔花|石|秋日|阁|除夜|雨|鹤,守岁|寒叶|少态|方丈|明年|有意|松杉|石|花深|长明|雨|雪里|鹤,佛灯:1|阁:1|守岁:1|秋日:1|园:1|山茶花:1|方丈:1|早梅:1|木笔花:1|除夜:1|石:1|鹤:1|雨:1,卷三/器用类下/佛灯|卷一/地舆类/园|卷一/节序类/守岁|卷四/百花类/山茶花|卷二/宫室类/方丈|卷四/百花类/早梅|卷四/百花类/木笔花|卷一/地舆类/石|?/秋日|卷二/宫室类/阁|卷一/节序类/除夜|卷一/天文类/雨|卷四/飞禽类/鹤
907,山 茶,明,山茶花,4,早梅|月|水声|渡,丹砂|月|雪里|风前,渡:1|水声:1|早梅:1|月:1,卷四/百花类/早梅|卷一/天文类/月|卷一/地舆类/水声|卷一/地舆类/渡
908,山 茶,明,山茶花,6,云|山|山茶花|花|茶|龙眼,丹葩|山|茶|醉时|重叠|雪中,花:1|山茶花:1|云:1|龙眼:1|茶:1|山:1,卷一/天文类/云|卷一/地舆类/山|卷四/百花类/山茶花|卷四/百花类/花|卷三/饮食类/茶|卷四/百果类/龙眼
909,邵伯梵行寺山茶,宋,山茶花,6,山|山茶花|渔父|火|茶|霞,山|火|烂红|细雨|茶|雪中,渔父:1|霞:1|山茶花:1|山:1|茶:1|火:1,卷一/地舆类/山|卷四/百花类/山茶花|卷二/人品类/渔父|卷三/器用类上/火|卷三/饮食类/茶|卷一/天文类/霞
910,玉茗花,宋,山茶花,3,夏风|画花|鸾,一枝|飘飘|鸾,夏风:1|画花:1|鸾:1,卷一/天文类/夏风|卷三/书画类/画花|?/鸾
911,山 茶,宋,山茶花,9,亡|寄梅|屏风|春望|残菊|池|渔矶|红梅|迁居,和雪|屏风|数枝|江南|池|深红|烟雨|空山|零落,红梅:1|春望:1|亡:1|迁居:1|渔矶:1|残菊:1|寄梅:1|屏风:1|池:1,?/亡|卷四/百花类/寄梅|卷三/器用类上/屏风|卷三/游眺类/春望|卷四/百花类/残菊|卷一/地舆类/池|卷一/地舆类/渔矶|卷四/百花类/红梅|卷二/宫室类/迁居
912,阻风南露筋过罗汉寺登楼看山茶,元,山茶花,10,孝子|山|日|早春|梨花|清明|知几|茶|野|霞,一树|东风|山|日|春酒|晚晴|清明|知几|茶|野,孝子:1|知几:1|清明:1|早春:1|梨花:1|霞:1|野:1|日:1|山:1|茶:1,卷二/人伦类/孝子|卷一/地舆类/山|卷一/天文类/日|卷一/时令类/早春|卷四/百花类/梨花|卷一/节序类/清明|卷二/志气类/知几|卷三/饮食类/茶|?/野|卷一/天文类/霞
913,白山茶,明,山茶花,5,喜雪|芙蓉|茶|酒|野花,凌寒|玉杯|茶|酒|长春,芙蓉:1|喜雪:1|野花:1|酒:1|茶:1,卷一/天文类/喜雪|?/芙蓉|卷三/饮食类/茶|卷三/饮食类/酒|卷四/百花类/野花
914,山茶花,明,山茶花,6,宝贝|早春|春寒|榴花|水仙花|画花,一枝|东风|春寒|琥珀|胭脂|赤玉,榴花:1|宝贝:1|水仙花:1|早春:1|画花:1|春寒:1,?/宝贝|卷一/时令类/早春|卷一/时令类/春寒|卷四/百花类/榴花|卷四/百花类/水仙花|卷三/书画类/画花
915,木兰花慢 红山茶,清,山茶花,27,山茶花|风|云|人材|夏夜|天|山|山居|日|春|春雨|木|桃花|楼|榴花|牡丹|玉|画松|矮松|腊|花|苦热|茶|莲花|萱草|雪意|霞,风|仙葩|佳名|冉冉|垂垂|天|宝珠|山|张火伞|日|春|月明|木|枝偃|烂漫|牡丹|玉|生涯|第一|绛云|腊|花|花卉|花房|茶|蒸霞|虬形|鹤顶,山茶花:2|风:2|楼:1|人材:1|矮松:1|画松:1|榴花:1|苦热:1|雪意:1|春雨:1|云:1|莲花:1|萱草:1|牡丹:1|山居:1|桃花:1|霞:1|夏夜:1|山:1|茶:1|日:1|木:1|花:1|天:1|腊:1|春:1|玉:1,卷四/百花类/山茶花|卷一/天文类/风|卷一/天文类/云|卷二/人品类/人材|卷一/时令类/夏夜|卷一/天文类/天|卷一/地舆类/山|卷二/宫室类/山居|卷一/天文类/日|卷一/时令类/春|卷一/天文类/春雨|卷四/竹木类/木|卷四/百花类/桃花|卷二/宫室类/楼|卷四/百花类/榴花|卷四/百花类/牡丹|卷三/珍宝类/玉|卷三/书画类/画松|卷四/树木类/矮松|?/腊|卷四/百花类/花|卷一/时令类/苦热|卷三/饮食类/茶|卷四/百花类/莲花|卷三/百草类/萱草|卷一/天文类/雪意|卷一/天文类/霞
916,拒霜花,宋,木芙蓉,11,几|卜筮|寒食雨|春日书怀|海棠|牡丹|秋|秋日|秋日牡丹|踏青|龙眼,几|含风|媚春|憔悴|桃李|盛衰|秋香|芳菲|菊花篱|袅袅|醉时,踏青:1|海棠:1|秋:1|秋日牡丹:1|寒食雨:1|牡丹:1|龙眼:1|卜筮:1|秋日:1|春日书怀:1|几:1,卷三/器用类上/几|卷二/人品类/卜筮|卷一/节序类/寒食雨|?/春日书怀|?/海棠|卷四/百花类/牡丹|卷一/时令类/秋|?/秋日|?/秋日牡丹|卷三/游眺类/踏青|卷四/百果类/龙眼
917,王伯扬所藏赵昌芙蓉,宋,木芙蓉,12,寻访|池|潮|秋凉|秋色|秋风|美人|芙蓉|贫女|贺生女|野|雾,一笑|凄凉|幽姿|拂林|池|清飚|溪边|积水|芙蓉|花木|贫女|野,秋凉:1|雾:1|潮:1|寻访:1|芙蓉:1|贺生女:1|秋色:1|美人:1|秋风:1|贫女:1|野:1|池:1,卷三/游眺类/寻访|卷一/地舆类/池|卷一/地舆类/潮|卷一/时令类/秋凉|卷一/时令类/秋色|卷一/天文类/秋风|卷二/丽人类/美人|?/芙蓉|卷二/丽人类/贫女|卷三/庆吊类/贺生女|?/野|卷一/天文类/雾
918,拒 霜,宋,木芙蓉,8,芙蓉|妓女|新秋|春晓|渔鼓|秋风|花|裳,丹脸|凄凉|天地虽肃杀|拒霜|花|草木有芬芳|裳|西风|道人|露湿,芙蓉:3|秋风:1|渔鼓:1|春晓:1|妓女:1|新秋:1|花:1|裳:1,?/芙蓉|卷二/丽人类/妓女|卷一/时令类/新秋|卷一/时令类/春晓|卷三/音乐类/渔鼓|卷一/天文类/秋风|卷四/百花类/花|卷三/服饰类/裳
919,芙蓉沜,明,木芙蓉,8,秋兴|秋色|霞|秋暮|红梅|芙蓉|迁居|锦,临水|为裳|夕阳|幽姿|拒霜|摇落|沧江|秋色|艳态|锦|霞,秋色:2|秋兴:2|霞:2|秋暮:1|红梅:1|芙蓉:1|迁居:1|锦:1,卷一/时令类/秋兴|卷一/时令类/秋色|卷一/天文类/霞|卷一/时令类/秋暮|卷四/百花类/红梅|?/芙蓉|卷二/宫室类/迁居|卷三/珍宝类/锦
920,木芙蓉,宋,木芙蓉,4,牡丹|百舌|秋|药园,成丛|江南江北|秋|酡颜,百舌:1|药园:1|牡丹:1|秋:1,卷四/百花类/牡丹|卷四/飞禽类/百舌|卷一/时令类/秋|卷一/地舆类/药园
921,木芙蓉,宋,木芙蓉,5,春|春色|秋径|馆驿|马,弄影|春|晓露|浓绿|秋风冷,秋径:1|春色:1|馆驿:1|马:1|春:1,卷一/时令类/春|卷一/时令类/春色|?/秋径|卷二/宫室类/馆驿|卷四/走兽类/马
922,木芙蓉下招客饮,唐,木芙蓉,8,夜宴|木|水|沙|秋|翡翠|莲花|酒,两三|无伴|木|水|江头|秋|莲花|酒,翡翠:1|沙:1|夜宴:1|莲花:1|酒:1|秋:1|水:1|木:1,卷二/人事类/夜宴|卷四/竹木类/木|卷一/地舆类/水|卷一/地舆类/沙|卷一/时令类/秋|卷四/飞禽类/翡翠|卷四/百花类/莲花|卷三/饮食类/酒
923,木芙蓉,宋,木芙蓉,6,戴花|木|美人|芙蓉|酴醿花|镜,木|水边|美人|胭脂色|芙蓉|镜,酴醿花:1|芙蓉:1|戴花:1|美人:1|木:1|镜:1,卷四/百花类/戴花|卷四/竹木类/木|卷二/丽人类/美人|?/芙蓉|卷四/百花类/酴醿花|卷三/器用类上/镜
924,木芙蓉,宋,木芙蓉,4,芙蓉|梅雨|画花|笛,一番|千林|拒霜|看来|芙蓉,芙蓉:2|笛:1|梅雨:1|画花:1,?/芙蓉|卷一/天文类/梅雨|卷三/书画类/画花|卷三/音乐类/笛
925,芙 蓉,宋,木芙蓉,7,放逐|春日书怀|月夜访友|画花|芙蓉|除夜|霞,一枝|何处|憔悴|明年|泽畔|照水|芙蓉,芙蓉:1|春日书怀:1|放逐:1|画花:1|霞:1|除夜:1|月夜访友:1,卷二/仕宦类/放逐|?/春日书怀|卷二/师友类/月夜访友|卷三/书画类/画花|?/芙蓉|卷一/节序类/除夜|卷一/天文类/霞
926,拒 霜,宋,木芙蓉,7,丽情|冬风|喜雪|新秋|潮|秋|苔,墙头|天地|满庭|肃杀|西风|青女|黄叶,苔:1|喜雪:1|新秋:1|潮:1|冬风:1|秋:1|丽情:1,卷二/丽人类/丽情|卷一/天文类/冬风|卷一/天文类/喜雪|卷一/时令类/新秋|卷一/地舆类/潮|卷一/时令类/秋|卷三/百草类/苔
927,窗前木芙蓉,宋,木芙蓉,6,怀归|春晴|秋|花|袁柳|送春,客心|小寒|留连|花|花心|青女,袁柳:1|春晴:1|怀归:1|秋:1|送春:1|花:1,卷二/人事类/怀归|卷一/天文类/春晴|卷一/时令类/秋|卷四/百花类/花|?/袁柳|卷一/时令类/送春
